metric,mean,std
best_val_loss,0.11404571604809369,0.06006606924968344
best_val_acc,0.9695374503943661,0.01856088831591138
best_val_precision,0.958847725391388,0.028867308268547023
best_val_recall,0.9766447186470032,0.012715441013855825
best_val_f1,0.9645182728767395,0.02228285877798254
epochs_trained,22.4,12.054044964243332
